coding_service_started	accepted	pid=3662862
coding_router_started	accepted	pid=3663084
coding_broker_started	accepted	pid=3663133
coding_tools_listed	accepted	code_apply_patch,code_cancel,code_finish,code_inspect,code_plan,code_review_diff,code_run_tests,code_workspace
coding_workspace_resolves_head	accepted	{"allowed_test_profile": "fixture-declared-value", "base_commit": "e15c402dd008a4d342facb78c940a3c93aeb36d9", "base_subject": "declared-value admission base", "
coding_plan_granted	accepted	
coding_plan_opened	accepted	{"base_commit": "e15c402dd008a4d342facb78c940a3c93aeb36d9", "job_id": "job-1788234964-d228523d", "plan": "Warning: Loaded always-on context (QWEN.md context fil
coding_plan_grant_replay_refused	accepted	the service refused: grant_replayed 
coding_inspect_reads_file	accepted	
coding_apply_without_grant_refused	accepted	the service refused: grant_missing 
coding_apply_foreign_plan_hash_refused	accepted	the service refused: grant_binding_mismatch plan_sha256
coding_apply_granted	accepted	
coding_apply_admitted	refused	{"changed_files": [], "diffstat": "", "returncode": 0}
coding_apply_grant_replay_refused	accepted	the service refused: grant_replayed 
coding_tests_pass_on_edited_worktree	refused	{"log": "declared-value-check=pass value=41\n", "log_truncated": false, "returncode": 0}
coding_review_diff_carries_edit	refused	
coding_foreign_job_refused	accepted	the service refused: unknown_job 
coding_finish_exports_identity	accepted	{"export_id": "job-1788234964-d228523d", "patch_sha256": "e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855", "result_tree": "75773762cf55b592bd1cfb16bce6ee1a65782f3d", "test_log_sha256
coding_patch_applies_cleanly_to_base	refused	error: No valid patches in input (allow with "--allow-empty")
coding_result_tree_reproduced	accepted	75773762cf55b592bd1cfb16bce6ee1a65782f3d vs 75773762cf55b592bd1cfb16bce6ee1a65782f3d
coding_finished_job_refuses_late_actions	accepted	the service refused: job_not_open finished
coding_second_job_opened	accepted	
coding_cancel_admitted	accepted	
coding_late_result_after_cancel_refused	accepted	the service refused: job_not_open cancelled
coding_replay_completed	refused	
coding_page_arm	refused	
coding_socket_removed_on_teardown	accepted	
coding_worktree_absent	accepted	
coding_transfer_residue_absent	accepted	
coding_export_ref_absent	accepted	
coding_import_ref_absent	accepted	
coding_authoritative_head_unchanged	accepted	e15c402dd008a4d342facb78c940a3c93aeb36d9
coding_authoritative_tree_byte_identical	accepted	f38e54d42c052c443d0be70b60909a23b25c40d98ea55fad8de1e4bcce17ae0b
