coding_service_started	accepted	pid=2317086
coding_router_started	accepted	pid=2317090
coding_broker_started	accepted	pid=2317111
coding_tools_listed	accepted	code_apply_patch,code_cancel,code_finish,code_inspect,code_plan,code_review_diff,code_run_tests,code_workspace
coding_workspace_resolves_head	accepted	{"allowed_test_profile": "fixture-declared-value", "base_commit": "31aad7ba299b81d97291bb5053e48b64fdc11bdc", "base_subject": "declared-value admission base", "
coding_plan_granted	accepted	
coding_plan_opened	accepted	{"base_commit": "31aad7ba299b81d97291bb5053e48b64fdc11bdc", "job_id": "job-1788222542-82cf3e31", "plan": ",\"output_tokens\":0}}}\n{\"type\":\"assistant\",\"uui
coding_plan_grant_replay_refused	accepted	the service refused: grant_replayed 
coding_inspect_reads_file	accepted	
coding_apply_without_grant_refused	accepted	the service refused: grant_missing 
coding_apply_foreign_plan_hash_refused	accepted	the service refused: grant_binding_mismatch plan_sha256
coding_apply_granted	accepted	
coding_apply_admitted	accepted	{"changed_files": ["check-value.sh", "declared-value.txt"], "diffstat": " check-value.sh     | 2 +-\n declared-value.txt | 2 +-\n 2 files changed, 2 insertions(
coding_apply_grant_replay_refused	accepted	the service refused: grant_replayed 
coding_tests_pass_on_edited_worktree	accepted	{"log": "declared-value-check=pass value=42\n", "log_truncated": false, "returncode": 0}
coding_review_diff_carries_edit	accepted	
coding_foreign_job_refused	accepted	the service refused: unknown_job 
coding_finish_exports_identity	accepted	{"export_id": "job-1788222542-82cf3e31", "patch_sha256": "4d8306ee84fa25db1dade8ba87ec7346825bc85399c6d27c340cb7e3fa58a7cc", "result_tree": "f5459c5cd33bc698ad09becc40a819ae0fd21e32", "test_log_sha256
coding_patch_applies_cleanly_to_base	accepted	
coding_result_tree_reproduced	accepted	f5459c5cd33bc698ad09becc40a819ae0fd21e32 vs f5459c5cd33bc698ad09becc40a819ae0fd21e32
coding_finished_job_refuses_late_actions	accepted	the service refused: job_not_open finished
coding_second_job_opened	accepted	
coding_cancel_admitted	accepted	
coding_late_result_after_cancel_refused	accepted	the service refused: job_not_open cancelled
page_plan_dialog_shown	accepted	Authorize one coding plan
page_apply_dialog_shows_plan_hash	accepted	{"job": "job-1788222569-0f1e012f", "instruction": "set VALUE to 42 in declared-value.txt and change expected=41 to expected=42 in check-value.sh", "plan sha256": "d734066520c806498dd5b57c038885f4c737738f0d490bbd1773cf69c92a4b6e", "model / profile": "qwenseer-2b / code-fast-a", "base commit": "31aad7ba299b"}
page_job_finished_with_export_identity	accepted	finished: export job-1788222569-0f1e012f | result tree f5459c5cd33b | patch sha256 4d8306ee84fa
page_requests_stay_on_admitted_origins	accepted	
page_transcript_carries_no_grant	accepted	
coding_socket_removed_on_teardown	accepted	
coding_worktree_absent	accepted	
coding_transfer_residue_absent	accepted	
coding_export_ref_absent	accepted	
coding_import_ref_absent	accepted	
coding_authoritative_head_unchanged	accepted	31aad7ba299b81d97291bb5053e48b64fdc11bdc
coding_authoritative_tree_byte_identical	accepted	f38e54d42c052c443d0be70b60909a23b25c40d98ea55fad8de1e4bcce17ae0b
