-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)7, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	7	6624	97329928	observed
-	-	-	void mul_mat_vec_q<(ggml_type)14, (int)7, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	7	1150	75633906	observed
-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	1	864	17564453	observed
-	-	-	void mul_mat_q<(ggml_type)12, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	720	58971619	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)128, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	720	4457887	observed
-	-	-	void mul_mat_q<(ggml_type)12, (int)128, (bool)1>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	252	4225634	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)128, (bool)1>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	252	1922249	observed
-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	2	162	1655950	observed
-	-	-	void mul_mat_q<(ggml_type)14, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q6_K	-	144	18661767	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)14, (int)128, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q6_K	-	144	889643	observed
-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)3, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	3	144	1552875	observed
-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	4	144	1632045	observed
