expected_kind	paged_kv_vmm
kv_buffer_kind_lines	1
kv_buffer_kinds	paged_kv_vmm
kv_size_lines	1
rs_size_lines	1
kv_cells	4096
kv_streams	1
paged_buffer_lines	1
paged_tensor_lines	12
residency_transaction_lines	1
residency_violations	0
kv_logical_bytes	20447232
kv_requested_bytes	37748736
kv_virtual_reserved_bytes	37748736
kv_physical_mapped_bytes	0
kv_alignment_padding_bytes	17301504
kv_tensor_padded_bytes	37748736
unit_bytes	2097152
vmm_granularity_minimum	2097152
vmm_granularity_recommended	2097152
residency_policy	tails
residency_commits	1
residency_reclaims	0
residency_refusals	0
kv_physical_allocated_max_bytes	25165824
kv_physical_allocated_final_bytes	25165824
kv_physical_mapped_final_bytes	25165824
kv_physical_released_final_bytes	0
memory_saved_bytes	12582912
commit_latency_us_median	733
commit_latency_us_p95	733
commit_latency_us_max	733
reclaim_latency_us_median	-
reclaim_latency_us_p95	-
reclaim_latency_us_max	-
unit_accounting	present
kv_physical_allocated_bytes	0
kv_physical_retained_unmapped_bytes	0
kv_physical_released_bytes	0
kv_units	18
tensors_misaligned	-
tensors_outside_attention_kv	-
attention_layers	3,7,11,15,19,23
attention_layer_count	6
tensor:cache_k_l3	type=q8_0 row_bytes=544 nbytes=2228224 padded_bytes=4194304 offset=0 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l3	type=q4_0 row_bytes=288 nbytes=1179648 padded_bytes=2097152 offset=4194304 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l7	type=q8_0 row_bytes=544 nbytes=2228224 padded_bytes=4194304 offset=6291456 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l7	type=q4_0 row_bytes=288 nbytes=1179648 padded_bytes=2097152 offset=10485760 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l11	type=q8_0 row_bytes=544 nbytes=2228224 padded_bytes=4194304 offset=12582912 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l11	type=q4_0 row_bytes=288 nbytes=1179648 padded_bytes=2097152 offset=16777216 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l15	type=q8_0 row_bytes=544 nbytes=2228224 padded_bytes=4194304 offset=18874368 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l15	type=q4_0 row_bytes=288 nbytes=1179648 padded_bytes=2097152 offset=23068672 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l19	type=q8_0 row_bytes=544 nbytes=2228224 padded_bytes=4194304 offset=25165824 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l19	type=q4_0 row_bytes=288 nbytes=1179648 padded_bytes=2097152 offset=29360128 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l23	type=q8_0 row_bytes=544 nbytes=2228224 padded_bytes=4194304 offset=31457280 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l23	type=q4_0 row_bytes=288 nbytes=1179648 padded_bytes=2097152 offset=35651584 rows_per_unit=7281.778_rows_cross_unit
faults	0
verdict	layout_holds
