start_ns	end_ns	kind	bytes	src_kind	dst_kind	stream	api	kernel_before	kernel_after	embedding_sized	row_multiple
143567757	143578957	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
144834581	144845749	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
146260894	146272286	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
147462086	147473286	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
148664270	148675438	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
149857205	149868438	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
151076829	151088029	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
152272645	152283909	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
153524173	153535405	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
154721237	154732629	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
155922428	155933597	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
157110276	157121444	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
158346252	158357612	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
159537876	159549108	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
160823324	160834492	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
162084900	162096228	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
163299372	163310540	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
164502548	164514356	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
165748796	165759964	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
166974211	166985443	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
168269900	168281068	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
169466931	169478100	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
170665051	170676283	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
171891811	171902979	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
173115499	173126635	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
174518388	174529524	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
175713372	175724604	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
176907395	176918627	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
178103435	178114635	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
179335283	179346579	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
180548443	180559643	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
181817475	181828675	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
183009258	183020490	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
184200370	184211538	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
185405626	185416794	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
316161698	316166690	Device-to-Host	88672	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
316188322	316193346	Device-to-Host	88672	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
316209282	316214082	Device-to-Host	88672	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
316230018	316234722	Device-to-Host	88672	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
316248610	316253090	Device-to-Host	88672	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
316266754	316270946	Device-to-Host	88672	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
320089595	320126939	Host-to-Device	946176	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	im2col_kernel	no	yes
321677125	321679013	Device-to-Device	946176	Device	Device	15	cudaMemcpyAsync_v3020	convert_unary	cpy_scalar_transpose	no	yes
324588888	324601848	Device-to-Host	315392	Device	Pageable	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
325054267	325069179	Host-to-Device	315392	Pinned	Device	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
330886080	330923520	Host-to-Device	946176	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
335867936	335880928	Device-to-Host	315392	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
336308579	336323331	Host-to-Device	315392	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
347192809	347204457	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
349833914	349845114	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
352658636	352670092	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
354008309	354019797	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
355432478	355443742	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
356651238	356662438	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
357853421	357864621	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
359056661	359067829	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
490038590	490043806	Device-to-Host	101728	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
490070622	490075838	Device-to-Host	101728	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
490098687	490103423	Device-to-Host	101728	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
490124735	490129951	Device-to-Host	101728	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
490150975	490156543	Device-to-Host	101728	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
490176639	490181983	Device-to-Host	101728	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
496460231	496504744	Host-to-Device	1081344	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_q_stream_k_fixup	im2col_kernel	no	yes
496675305	496676841	Device-to-Device	1081344	Device	Device	15	cudaMemcpyAsync_v3020	convert_unary	cpy_scalar_transpose	no	yes
499685980	499700508	Device-to-Host	360448	Device	Pageable	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
500521794	500539170	Host-to-Device	360448	Pinned	Device	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
507863441	507900785	Host-to-Device	946176	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	im2col_kernel	no	yes
508071858	508073714	Device-to-Device	946176	Device	Device	15	cudaMemcpyAsync_v3020	convert_unary	cpy_scalar_transpose	no	yes
511428648	511441672	Device-to-Host	315392	Device	Pageable	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
512047692	512063308	Host-to-Device	315392	Pinned	Device	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
522462478	522474159	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
525882692	525894148	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
528508245	528519573	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
529860958	529872350	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
531138886	531150118	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
532414830	532426030	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
533705079	533716471	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
534941055	534952351	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
536273287	536284839	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
537495951	537507183	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
538715767	538726999	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
540006783	540018079	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
541226375	541237607	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
542634384	542645808	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
543876504	543887768	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
545114560	545125728	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
546343176	546354408	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
547677648	547689008	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
548955609	548971929	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
550420642	550432322	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
552215022	552226286	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
553428469	553439637	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
554741246	554752574	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
556064966	556076422	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
557371887	557383119	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
558628375	558639735	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
559877663	559888959	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
561265000	561278536	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
562512432	562524208	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
563827544	563838744	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
567111245	567122861	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
568421974	568433174	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
569732382	569743646	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
571129255	571140391	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
572366447	572377615	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
573689463	573700600	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
574965376	574976640	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
576196936	576208264	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
577550960	577562160	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
578793432	578804792	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
580131489	580143649	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
581392201	581403369	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
582623601	582634801	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
584032954	584044154	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
585278338	585289570	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
586523306	586534474	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
587805394	587816818	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
589083322	589094522	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
779245120	779251712	Device-to-Host	134368	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779275648	779282112	Device-to-Host	134368	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779301504	779307552	Device-to-Host	134368	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779326080	779332032	Device-to-Host	134368	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779348544	779354592	Device-to-Host	134368	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779371424	779377376	Device-to-Host	134368	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779395105	779398625	Device-to-Host	71136	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779410625	779414273	Device-to-Host	71136	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779426625	779430177	Device-to-Host	71136	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779442369	779445889	Device-to-Host	71136	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779458241	779461761	Device-to-Host	71136	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
779473537	779477185	Device-to-Host	71136	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	no
786010795	786169580	Host-to-Device	3145728	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	im2col_kernel	no	yes
786364461	786367661	Device-to-Device	3145728	Device	Device	15	cudaMemcpyAsync_v3020	convert_unary	cpy_scalar_transpose	no	yes
791954257	791995185	Device-to-Host	1048576	Device	Pageable	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
792980184	793029720	Host-to-Device	1048576	Pinned	Device	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
793080856	793095513	Host-to-Device	262144	Pinned	Device	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	no	yes
801666608	801825905	Host-to-Device	3145728	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
810296999	810337831	Device-to-Host	1048576	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
811514223	811560431	Host-to-Device	1048576	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
811621551	811641392	Host-to-Device	393216	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
819019391	819172512	Host-to-Device	3145728	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
824815524	824856772	Device-to-Host	1048576	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
825898667	825945291	Host-to-Device	1048576	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
825990860	826016204	Host-to-Device	524288	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
833698749	833852638	Host-to-Device	3145728	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
839755652	839796644	Device-to-Host	1048576	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
841013260	841061005	Host-to-Device	1048576	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
841105069	841136845	Host-to-Device	655360	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
848816670	848975551	Host-to-Device	3145728	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
854850117	854891045	Device-to-Host	1048576	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
855941932	855994988	Host-to-Device	1048576	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
856056269	856098989	Host-to-Device	786432	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
864760101	865167271	Host-to-Device	3145728	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
872199797	872240981	Device-to-Host	1048576	Device	Pageable	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
873174491	873224731	Host-to-Device	1048576	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	yes	yes
873290268	873335036	Host-to-Device	917504	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_float	no	yes
881516912	881657681	Host-to-Device	2875392	Pageable	Device	13	cudaMemcpyAsync_v3020	mul_mat_vec_q	im2col_kernel	no	yes
881872339	881875315	Device-to-Device	2875392	Device	Device	15	cudaMemcpyAsync_v3020	convert_unary	cpy_scalar_transpose	no	yes
887243381	887281045	Device-to-Host	958464	Device	Pageable	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
888544990	888590910	Host-to-Device	958464	Pinned	Device	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	yes	yes
888656862	888702079	Host-to-Device	838656	Pinned	Device	13	cudaMemcpyAsync_v3020	k_bin_bcast	k_get_rows_float	no	no
893280028	893285180	Host-to-Device	77824	Pinned	Device	13	cudaMemcpyAsync_v3020	mul_mat_q_stream_k_fixup	k_get_rows_kq	no	yes
900585931	900597643	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
903473821	903485085	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
906931892	906943060	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
908369629	908380893	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
909774502	909786982	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
911224559	911235791	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
912614104	912625304	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
913963777	913975169	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
915368714	915379914	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
916726355	916737555	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
918107931	918119131	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
919463524	919474852	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
920781581	920792813	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
922157877	922169109	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
923416349	923427582	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
924839719	924851015	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
926213455	926224656	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
927476568	927487736	Device-to-Host	262144	Device	Pinned	14	cudaMemcpyAsync_v3020	mul_mat_vec_q	k_get_rows_kq	no	yes
