graph_index	t_ns	mode	n_nodes	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.0.attn_gate.weight	z-0	f16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.0.attn_qkv.weight	node_13	f16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.0.ffn_down.weight	ffn_out-0	f16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.0.ffn_gate.weight	ffn_gate-0	f16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.0.ffn_up.weight	ffn_up-0	f16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.0.ssm_out.weight	linear_attn_out-0	f16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.1.attn_gate.weight	z-1	f16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.1.attn_qkv.weight	node_76	f16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.1.ffn_down.weight	ffn_out-1	f16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.1.ffn_gate.weight	ffn_gate-1	f16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.1.ffn_up.weight	ffn_up-1	f16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.1.ssm_out.weight	linear_attn_out-1	f16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.10.attn_gate.weight	z-10	f16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.10.attn_qkv.weight	node_619	f16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292021520879670	eager	1447	MUL_MAT	MMF	-	blk.10.ffn_down.weight	ffn_out-10	f16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
