request	task	batch_serial	mode	entry	image	image_ordinal	chunk_ordinal	slice	tensor	chunk_row_first	n_tokens	chunk_n_tokens	tensor_row_first	byte_first	byte_last_p1	source	buffer	graph_offset	digest	rowchain	expected_rowchain	rowchain_holds	contiguous
1	0	1	host	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	1	host	0	32	88	0	0	262144	host	CUDA_Host	0	642ad80e184c25fd	312ec2e60d729ea5	312ec2e60d729ea5	yes	yes
1	0	1	host	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	2	host	32	32	88	32	262144	524288	host	CUDA_Host	0	1549f48d7534a69e	50759b865e9f6ddf	50759b865e9f6ddf	yes	yes
1	0	1	host	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	3	host	64	24	88	64	524288	720896	host	CUDA_Host	0	5ca8381c38e5a5a9	bfabff269a89a2a4	bfabff269a89a2a4	yes	yes
2	51	2	host	0	316ffbf8b50f6fa9e97b91450254af8b8e240fe9afee8d72e3535683746e3fd9	1	1	1	host	0	32	45	0	0	262144	host	CUDA_Host	0	c6fbd673829f9c37	81f20db4d615f019	81f20db4d615f019	yes	yes
2	51	2	host	0	316ffbf8b50f6fa9e97b91450254af8b8e240fe9afee8d72e3535683746e3fd9	1	1	2	host	32	13	45	32	262144	368640	host	CUDA_Host	0	e65f8fd782429c20	651a63b6bad3c36d	651a63b6bad3c36d	yes	yes
2	51	3	host	0	f0a18ed9e0ccdda83651b89c7558d69715b8befbc1d7166c0e8b71aef3c50c48	2	1	1	host	0	32	45	0	0	262144	host	CUDA_Host	0	66a3de1a94e68c1f	ecd10db350cc1499	ecd10db350cc1499	yes	yes
2	51	3	host	0	f0a18ed9e0ccdda83651b89c7558d69715b8befbc1d7166c0e8b71aef3c50c48	2	1	2	host	32	13	45	32	262144	368640	host	CUDA_Host	0	0f6f94fbeec23098	9fc4e928d275ba5f	9fc4e928d275ba5f	yes	yes
3	103	4	host	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	1	host	0	32	88	0	0	262144	host	CUDA_Host	0	642ad80e184c25fd	312ec2e60d729ea5	312ec2e60d729ea5	yes	yes
3	103	4	host	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	2	host	32	32	88	32	262144	524288	host	CUDA_Host	0	1549f48d7534a69e	50759b865e9f6ddf	50759b865e9f6ddf	yes	yes
3	103	4	host	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	3	host	64	24	88	64	524288	720896	host	CUDA_Host	0	5ca8381c38e5a5a9	bfabff269a89a2a4	bfabff269a89a2a4	yes	yes
3	103	5	host	0	e3c5a55ce72132240d7bdb3920c09caa210777a824e2fd7c7ad37eca07a11c5c	2	1	1	host	0	32	60	0	0	262144	host	CUDA_Host	0	7ce18576ff095fdc	8bac913432647039	8bac913432647039	yes	yes
3	103	5	host	0	e3c5a55ce72132240d7bdb3920c09caa210777a824e2fd7c7ad37eca07a11c5c	2	1	2	host	32	28	60	32	262144	491520	host	CUDA_Host	0	a99c8e4d05ce9531	2c32a1f6044b7a6e	2c32a1f6044b7a6e	yes	yes
4	155	6	host	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	1	host	0	32	816	0	0	262144	host	CUDA_Host	0	e269c1ac430ce575	3f06ea84b80f1b90	3f06ea84b80f1b90	yes	yes
