expected_kind	paged_kv_vmm
kv_buffer_kind_lines	1
kv_buffer_kinds	paged_kv_vmm
kv_size_lines	1
rs_size_lines	1
kv_cells	4096
kv_streams	3
paged_buffer_lines	1
paged_tensor_lines	12
kv_logical_bytes	61341696
kv_requested_bytes	75497472
kv_virtual_reserved_bytes	75497472
kv_physical_mapped_bytes	75497472
kv_alignment_padding_bytes	14155776
kv_tensor_padded_bytes	75497472
unit_bytes	2097152
vmm_granularity_minimum	2097152
vmm_granularity_recommended	2097152
memory_saved_bytes	0
unit_accounting	present
kv_physical_allocated_bytes	75497472
kv_physical_retained_unmapped_bytes	0
kv_physical_released_bytes	0
kv_units	36
tensors_misaligned	-
tensors_outside_attention_kv	-
attention_layers	3,7,11,15,19,23
attention_layer_count	6
tensor:cache_k_l3	type=q8_0 row_bytes=544 nbytes=6684672 padded_bytes=8388608 offset=0 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l3	type=q4_0 row_bytes=288 nbytes=3538944 padded_bytes=4194304 offset=8388608 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l7	type=q8_0 row_bytes=544 nbytes=6684672 padded_bytes=8388608 offset=12582912 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l7	type=q4_0 row_bytes=288 nbytes=3538944 padded_bytes=4194304 offset=20971520 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l11	type=q8_0 row_bytes=544 nbytes=6684672 padded_bytes=8388608 offset=25165824 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l11	type=q4_0 row_bytes=288 nbytes=3538944 padded_bytes=4194304 offset=33554432 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l15	type=q8_0 row_bytes=544 nbytes=6684672 padded_bytes=8388608 offset=37748736 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l15	type=q4_0 row_bytes=288 nbytes=3538944 padded_bytes=4194304 offset=46137344 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l19	type=q8_0 row_bytes=544 nbytes=6684672 padded_bytes=8388608 offset=50331648 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l19	type=q4_0 row_bytes=288 nbytes=3538944 padded_bytes=4194304 offset=58720256 rows_per_unit=7281.778_rows_cross_unit
tensor:cache_k_l23	type=q8_0 row_bytes=544 nbytes=6684672 padded_bytes=8388608 offset=62914560 rows_per_unit=3855.059_rows_cross_unit
tensor:cache_v_l23	type=q4_0 row_bytes=288 nbytes=3538944 padded_bytes=4194304 offset=71303168 rows_per_unit=7281.778_rows_cross_unit
faults	0
verdict	layout_holds
