-	-	-	void mul_mat_q<(ggml_type)12, (int)8, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	4968	86150219	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)8, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	4968	8629413	observed
-	-	-	void mul_mat_q<(ggml_type)12, (int)8, (bool)1>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	1656	3807348	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)8, (bool)1>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	1656	9163067	observed
-	-	-	void mul_mat_vec_q<(ggml_type)14, (int)8, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	8	1150	79889709	observed
-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	1	864	19730004	observed
-	-	-	void mul_mat_q<(ggml_type)12, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	756	63022827	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)128, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	756	4675938	observed
-	-	-	void mul_mat_q<(ggml_type)12, (int)128, (bool)1>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	288	4829162	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)128, (bool)1>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	288	2186928	observed
-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	4	288	3284820	observed
-	-	-	void mul_mat_q<(ggml_type)12, (int)112, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	216	13851468	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)112, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	216	1230469	observed
-	-	-	void mul_mat_vec_q<(ggml_type)12, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	2	162	1632622	observed
-	-	-	void mul_mat_q<(ggml_type)14, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q6_K	-	144	19455242	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)14, (int)128, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q6_K	-	144	889256	observed
-	-	-	void mul_mat_vec_q<(ggml_type)14, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	4	52	4882885	observed
-	-	-	void mul_mat_q<(ggml_type)14, (int)112, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q6_K	-	48	4683971	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)14, (int)112, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q6_K	-	48	273473	observed
-	-	-	void mul_mat_q<(ggml_type)12, (int)96, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	36	1378023	observed
-	-	-	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)96, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	36	171618	observed
-	-	-	void mul_mat_vec_q<(ggml_type)14, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	2	24	567170	observed
-	-	-	void mul_mat_vec_q<(ggml_type)14, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	1	1	884263	observed
