572789130	no_intervention.server	pid=3206734 lease=held
572807720	no_intervention.holder	group=3209788
572807840	no_intervention.client	group=3209824 timeout_s=20
572807840	no_intervention.signal	sent
572830400	no_intervention.server_end	terminated
572830410	no_intervention.client_release	terminated
572830410	no_intervention.holder_release	terminated
572830420	client_disconnect.server	pid=3211064 lease=held
572832000	client_disconnect.holder	group=3211187
572832100	client_disconnect.client	group=3211200 timeout_s=600
572832110	client_disconnect.signal	sent
572862130	client_disconnect.client_release	terminated
572863360	client_disconnect.server_end	terminated
572863370	client_disconnect.holder_release	terminated
572863370	holder_release.server	pid=3213458 lease=held
572864720	holder_release.holder	group=3213815
572864820	holder_release.client	group=3213827 timeout_s=600
572864830	holder_release.signal	sent
572894890	holder_release.holder_release	terminated
572914930	holder_release.client_release	terminated
572916170	holder_release.server_end	terminated
572916170	promoted_in_flight.server	pid=3223043 lease=none
572918190	promoted_in_flight.client	group=3223507 timeout_s=600
572921200	promoted_in_flight.signal	sent
572951260	promoted_in_flight.client_release	terminated
572952600	promoted_in_flight.server_end	terminated
572952610	candidate_in_flight.server	pid=3228988 lease=free
572953990	candidate_in_flight.client	group=3229213 timeout_s=600
572957000	candidate_in_flight.signal	sent
572987020	candidate_in_flight.client_release	terminated
572988250	candidate_in_flight.server_end	terminated
572988260	stack.server	pid=3231048 lease=held
572989410	stack.holder	group=3231106
572989510	stack.client	group=3231118 timeout_s=600
572989510	stack.signal	sent
572999790	stack.server_end	terminated
572999790	stack.client_release	terminated
572999790	stack.holder_release	terminated
