graph_index	t_ns	mode	n_nodes	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.0.ffn_down.weight	node_42	q6_K	f32	f32	4608	1024	1	1	4608	2	1	1	3780	3870720	3870720	18432	36864	36864	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.0.ffn_gate.weight	ffn_gate-0	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.0.ffn_up.weight	ffn_up-0	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.0.shortconv.in_proj.weight	model.layers.{}.conv.in_proj-0	q4_K	f32	f32	1024	3072	1	1	1024	2	1	1	576	1769472	1769472	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.0.shortconv.out_proj.weight	model.layers.{}.conv.out_proj-0	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.1.ffn_down.weight	node_67	q6_K	f32	f32	4608	1024	1	1	4608	2	1	1	3780	3870720	3870720	18432	36864	36864	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.1.ffn_gate.weight	ffn_gate-1	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.1.ffn_up.weight	ffn_up-1	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.1.shortconv.in_proj.weight	model.layers.{}.conv.in_proj-1	q4_K	f32	f32	1024	3072	1	1	1024	2	1	1	576	1769472	1769472	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.1.shortconv.out_proj.weight	model.layers.{}.conv.out_proj-1	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.10.attn_k.weight	Kcur-10	q4_K	f32	f32	1024	512	1	1	1024	2	1	1	576	294912	294912	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.10.attn_output.weight	model.layers.{}.self_attn.out_proj-10	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.10.attn_q.weight	Qcur-10	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.10.attn_v.weight	Vcur-10	q4_K	f32	f32	1024	512	1	1	1024	2	1	1	576	294912	294912	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.10.ffn_down.weight	node_428	q6_K	f32	f32	4608	1024	1	1	4608	2	1	1	3780	3870720	3870720	18432	36864	36864	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.10.ffn_gate.weight	ffn_gate-10	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.10.ffn_up.weight	ffn_up-10	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.11.ffn_down.weight	node_453	q4_K	f32	f32	4608	1024	1	1	4608	2	1	1	2592	2654208	2654208	18432	36864	36864	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.11.ffn_gate.weight	ffn_gate-11	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.11.ffn_up.weight	ffn_up-11	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.11.shortconv.in_proj.weight	model.layers.{}.conv.in_proj-11	q4_K	f32	f32	1024	3072	1	1	1024	2	1	1	576	1769472	1769472	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.11.shortconv.out_proj.weight	model.layers.{}.conv.out_proj-11	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.12.attn_k.weight	Kcur-12	q4_K	f32	f32	1024	512	1	1	1024	2	1	1	576	294912	294912	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.12.attn_output.weight	model.layers.{}.self_attn.out_proj-12	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.12.attn_q.weight	Qcur-12	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.12.attn_v.weight	Vcur-12	q4_K	f32	f32	1024	512	1	1	1024	2	1	1	576	294912	294912	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.12.ffn_down.weight	node_508	q4_K	f32	f32	4608	1024	1	1	4608	2	1	1	2592	2654208	2654208	18432	36864	36864	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.12.ffn_gate.weight	ffn_gate-12	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.12.ffn_up.weight	ffn_up-12	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.13.ffn_down.weight	node_533	q6_K	f32	f32	4608	1024	1	1	4608	2	1	1	3780	3870720	3870720	18432	36864	36864	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.13.ffn_gate.weight	ffn_gate-13	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.13.ffn_up.weight	ffn_up-13	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.13.shortconv.in_proj.weight	model.layers.{}.conv.in_proj-13	q4_K	f32	f32	1024	3072	1	1	1024	2	1	1	576	1769472	1769472	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.13.shortconv.out_proj.weight	model.layers.{}.conv.out_proj-13	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.14.attn_k.weight	Kcur-14	q4_K	f32	f32	1024	512	1	1	1024	2	1	1	576	294912	294912	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.14.attn_output.weight	model.layers.{}.self_attn.out_proj-14	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.14.attn_q.weight	Qcur-14	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.14.attn_v.weight	Vcur-14	q6_K	f32	f32	1024	512	1	1	1024	2	1	1	840	430080	430080	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.14.ffn_down.weight	node_588	q6_K	f32	f32	4608	1024	1	1	4608	2	1	1	3780	3870720	3870720	18432	36864	36864	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.14.ffn_gate.weight	ffn_gate-14	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.14.ffn_up.weight	ffn_up-14	q4_K	f32	f32	1024	4608	1	1	1024	2	1	1	576	2654208	2654208	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.15.shortconv.in_proj.weight	model.layers.{}.conv.in_proj-15	q4_K	f32	f32	1024	3072	1	1	1024	2	1	1	576	1769472	1769472	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.15.shortconv.out_proj.weight	model.layers.{}.conv.out_proj-15	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.2.attn_k.weight	Kcur-2	q4_K	f32	f32	1024	512	1	1	1024	2	1	1	576	294912	294912	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.2.attn_output.weight	model.layers.{}.self_attn.out_proj-2	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.2.attn_q.weight	Qcur-2	q4_K	f32	f32	1024	1024	1	1	1024	2	1	1	576	589824	589824	4096	8192	8192	1	1	0	1	1
0	1788291795163937459	eager	620	MUL_MAT	MMVQ	-	blk.2.attn_v.weight	Vcur-2	q4_K	f32	f32	1024	512	1	1	1024	2	1	1	576	294912	294912	4096	8192	8192	1	1	0	1	1
