graph_index	t_ns	mode	n_nodes	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.attn_gate.weight	z-0	q4_K	f32	f32	2048	2048	1	1	2048	2	1	1	1152	2359296	2359296	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.attn_qkv.weight	node_13	q6_K	f32	f32	2048	6144	1	1	2048	2	1	1	1680	10321920	10321920	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.ffn_down.weight	ffn_out-0	q6_K	f32	f32	6144	2048	1	1	6144	2	1	1	5040	10321920	10321920	24576	49152	49152	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.ffn_gate.weight	ffn_gate-0	q4_K	f32	f32	2048	6144	1	1	2048	2	1	1	1152	7077888	7077888	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.ffn_up.weight	ffn_up-0	q4_K	f32	f32	2048	6144	1	1	2048	2	1	1	1152	7077888	7077888	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.ssm_alpha.weight	node_34	q4_K	f32	f32	2048	16	1	1	2048	2	1	1	1152	18432	18432	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.ssm_beta.weight	node_40	q4_K	f32	f32	2048	16	1	1	2048	2	1	1	1152	18432	18432	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.0.ssm_out.weight	linear_attn_out-0	q4_K	f32	f32	2048	2048	1	1	2048	2	1	1	1152	2359296	2359296	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.1.attn_gate.weight	z-1	q4_K	f32	f32	2048	2048	1	1	2048	2	1	1	1152	2359296	2359296	8192	16384	16384	1	1	0	1	1
0	1788292028181743704	eager	1447	MUL_MAT	MMVQ	-	blk.1.attn_qkv.weight	node_76	q6_K	f32	f32	2048	6144	1	1	2048	2	1	1	1680	10321920	10321920	8192	16384	16384	1	1	0	1	1
