graph_index	t_ns	mode	n_nodes	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.0.attn_gate.weight	z-0	bf16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.0.attn_qkv.weight	node_13	bf16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.0.ffn_down.weight	ffn_out-0	bf16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.0.ffn_gate.weight	ffn_gate-0	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.0.ffn_up.weight	ffn_up-0	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.0.ssm_out.weight	linear_attn_out-0	bf16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.1.attn_gate.weight	z-1	bf16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.1.attn_qkv.weight	node_76	bf16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.1.ffn_down.weight	ffn_out-1	bf16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.1.ffn_gate.weight	ffn_gate-1	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.1.ffn_up.weight	ffn_up-1	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.1.ssm_out.weight	linear_attn_out-1	bf16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.10.attn_gate.weight	z-10	bf16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.10.attn_qkv.weight	node_619	bf16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.10.ffn_down.weight	ffn_out-10	bf16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.10.ffn_gate.weight	ffn_gate-10	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.10.ffn_up.weight	ffn_up-10	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.10.ssm_out.weight	linear_attn_out-10	bf16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.11.attn_k.weight	Kcur-11	bf16	f32	f32	1024	512	1	1	1024	2	1	1	2048	1048576	1048576	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.11.attn_output.weight	attn_output-11	bf16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.11.attn_q.weight	Qcur_full-11	bf16	f32	f32	1024	4096	1	1	1024	2	1	1	2048	8388608	8388608	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.11.attn_v.weight	Vcur-11	bf16	f32	f32	1024	512	1	1	1024	2	1	1	2048	1048576	1048576	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.11.ffn_down.weight	ffn_out-11	bf16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.11.ffn_gate.weight	ffn_gate-11	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.11.ffn_up.weight	ffn_up-11	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.12.attn_gate.weight	z-12	bf16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.12.attn_qkv.weight	node_733	bf16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.12.ffn_down.weight	ffn_out-12	bf16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.12.ffn_gate.weight	ffn_gate-12	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.12.ffn_up.weight	ffn_up-12	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.12.ssm_out.weight	linear_attn_out-12	bf16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.13.attn_gate.weight	z-13	bf16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.13.attn_qkv.weight	node_796	bf16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.13.ffn_down.weight	ffn_out-13	bf16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.13.ffn_gate.weight	ffn_gate-13	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.13.ffn_up.weight	ffn_up-13	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.13.ssm_out.weight	linear_attn_out-13	bf16	f32	f32	2048	1024	1	1	2048	2	1	1	4096	4194304	4194304	8192	16384	16384	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.14.attn_gate.weight	z-14	bf16	f32	f32	1024	2048	1	1	1024	2	1	1	2048	4194304	4194304	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.14.attn_qkv.weight	node_859	bf16	f32	f32	1024	6144	1	1	1024	2	1	1	2048	12582912	12582912	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.14.ffn_down.weight	ffn_out-14	bf16	f32	f32	3584	1024	1	1	3584	2	1	1	7168	7340032	7340032	14336	28672	28672	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.14.ffn_gate.weight	ffn_gate-14	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
0	1788292024781177858	eager	1447	MUL_MAT	MMF	-	blk.14.ffn_up.weight	ffn_up-14	bf16	f32	f32	1024	3584	1	1	1024	2	1	1	2048	7340032	7340032	4096	8192	8192	1	1	0	1	1
