geometry_runtime_sha256	570c628b0dca65c68a01930505c66f43fd303015057d2ab87e1ac14ad651acd1
optix_header_version	90100
runtime_protocol_version	4
module_protocol_version	4
ordinary_user	accepted	yes
in_tree_execution_policy.geometry-cube-orbit-a	refused
in_tree_execution_policy.geometry-cube-orbit-a-resident	refused
subject_execution_policy	validator-gated
session_requests_declared	16
residency_budget_mib	512
requests_per_block	4
blocks	3
rays_requested	262144
host_load_1m_before	1.28
gpu_utilization_before_percent	9
session_wall_s.one-shot.1	1.121
session_wall_s.resident.1	0.428
session_wall_s.one-shot.2	1.079
session_wall_s.resident.2	0.429
session_wall_s.one-shot.3	1.081
session_wall_s.resident.3	0.427
host_load_1m_after	1.42
gpu_utilization_after_percent	13
requests_served	accepted	24
reference_disagreements	accepted	0
resident_sessions_retired	accepted	3
retired_holding_device_memory	accepted	0
runtime_clients_observed_with_lease_free_sampled	2
idle_residency_readings	6
idle_residency_mib	214 322 214 322 214 322 
residency_observed_without_the_lease	accepted	yes
peak_runtime_residency_sampled_mib	322
peak_idle_residency_observed_mib	322
peak_worker_allocated_bytes	8392616
peak_worker_allocated_mib	8
residency_within_budget	accepted	yes
teardown	accepted	clean
cuda_clients_after	3
checks_total	8
checks_failed	0
