arm	request	label	phase	graph_index	mode	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.0.ssm_alpha.weight	node_34	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.0.ssm_beta.weight	node_40	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.1.ssm_alpha.weight	node_97	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.1.ssm_beta.weight	node_103	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.10.ssm_alpha.weight	node_640	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.10.ssm_beta.weight	node_646	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.12.ssm_alpha.weight	node_754	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.12.ssm_beta.weight	node_760	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.13.ssm_alpha.weight	node_817	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T1-qwen35-08b-f16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/F16	blk.13.ssm_beta.weight	node_823	f16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
