start_ns	end_ns	kind	bytes	src_kind	dst_kind	stream	api	kernel_before	kernel_after	embedding_sized	row_multiple
659632357	659646693	Host-to-Device	300800	Pinned	Device	16	cudaMemcpyAsync_v3020	-	dctQuantInvJpegKernelMultiChannel	no	no
661376302	661388014	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
673131853	673157613	Host-to-Device	570752	Pinned	Device	30	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	no	no
673191469	673203021	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernel	yes	no
684114343	684124647	Host-to-Device	190592	Pinned	Device	44	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernel	no	no
684208808	684220360	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
693910268	694017724	Host-to-Device	2527200	Pinned	Device	58	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
694056892	694211549	Device-to-Host	2527200	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
699058007	699071383	Host-to-Device	280800	Pinned	Device	60	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
699083959	699095639	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
700917825	700931233	Host-to-Device	280800	Pinned	Device	62	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
700944385	700956033	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
712603263	712617471	Host-to-Device	300800	Pinned	Device	64	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	no	no
712698624	712710176	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
715300750	715313870	Host-to-Device	280800	Pinned	Device	78	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
715326542	715338190	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
717686298	717707994	Host-to-Device	441600	Pinned	Device	80	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
717725275	717743067	Device-to-Host	441600	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
719614309	719623845	Host-to-Device	192000	Pinned	Device	82	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
719635237	719643525	Device-to-Host	192000	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
738737163	738818891	Host-to-Device	1843712	Pinned	Device	84	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	no	no
738928076	739008204	Device-to-Host	1843200	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	-	yes	no
