instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Registering extension nvimgcodec_builtin_parsers version:0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering parser (id:bmp_parser codec:bmp)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Codec bmp not yet registered, registering for first time
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering parser (id:jpeg_parser codec:jpeg)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Codec jpeg not yet registered, registering for first time
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering parser (id:jpeg2k_parser codec:jpeg2k)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Codec jpeg2k not yet registered, registering for first time
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering parser (id:png_parser codec:png)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Codec png not yet registered, registering for first time
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering parser (id:pnm_parser codec:pnm)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Codec pnm not yet registered, registering for first time
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering parser (id:tiff_parser codec:tiff)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Codec tiff not yet registered, registering for first time
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering parser (id:webp_parser codec:webp)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Codec webp not yet registered, registering for first time
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Loading extension module: /opt/nvidia/nvimgcodec/extensions/libtiff_ext.so.0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Registering extension libtiff_extension version:0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering decoder (id:libtiff_decoder codec:tiff)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Loading extension module: /opt/nvidia/nvimgcodec/extensions/libnvbmp_ext.so.0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Registering extension nvbmp_extension version:0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering encoder (id:nvbmp_encoder codec:bmp)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering decoder (id:nvbmp_decoder codec:bmp)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Loading extension module: /opt/nvidia/nvimgcodec/extensions/libjpeg_turbo_ext.so.0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Registering extension libjpeg_turbo_extension version:0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering decoder (id:libjpeg_turbo_decoder codec:jpeg)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Loading extension module: /opt/nvidia/nvimgcodec/extensions/libnvjpeg2k_ext.so.0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Registering extension nvjpeg2k_extension version:0.9.0
instance	severity=0x10000	category=0x1	codec=-	codec_id=nvjpeg2k_ext	Failed to load nvJPEG2000 library or retrieve version. Decoders and encoders will not be registered.
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Loading extension module: /opt/nvidia/nvimgcodec/extensions/libnvjpeg_ext.so.0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Registering extension nvjpeg_extension version:0.9.0
instance	severity=0x100	category=0x1	codec=-	codec_id=nvjpeg-ext	nvJPEG version: 13.2.1 (CUDA version is 13.0)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvjpeg-ext	HW encoder not supported by this platform. Skip.
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering encoder (id:nvjpeg_cuda_encoder codec:jpeg)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvjpeg-ext	HW decoder not supported by this platform. Skip.
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering decoder (id:nvjpeg_cuda_decoder codec:jpeg)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Framework is registering decoder (id:nvjpeg_lossless_decoder codec:jpeg)
instance	severity=0x100	category=0x1	codec=-	codec_id=nvimgcodec	Loading extension module: /opt/nvidia/nvimgcodec/extensions/libopencv_ext.so.0.9.0
