probe	device=NVIDIA GeForce RTX 4070 Ti	nvimgcodec=0.9.0	cvcuda=0.17.0	projector=qwen3vl_merger	preprocessor=dyn_size	resize_algo=bicubic	pad=ceil	patch_size=16	n_merge=2	image_size=768	min_pixels=8192	max_pixels=4194304	mean=0.500000,0.500000,0.500000	std=0.500000,0.500000,0.500000
reference_decode	image=bars-baseline-420.jpg	encoded_bytes=12737	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=3	decoded_bytes=280800	digest=ca85e862d2bb1289
decode	image=bars-baseline-420.jpg	policy=any	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=d748a2fbb1ae5ef4	vs_stb_compared=280800	vs_stb_differing=7785	vs_stb_max_abs=3	vs_stb_identical=no
decode	image=bars-baseline-420.jpg	policy=gpu	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-baseline-420.jpg	policy=hw	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-baseline-420.jpg	policy=hybrid	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=d748a2fbb1ae5ef4	vs_stb_compared=280800	vs_stb_differing=7785	vs_stb_max_abs=3	vs_stb_identical=no
decode	image=bars-baseline-420.jpg	policy=cpu	status=success	codec=jpeg	decoder=libjpeg_turbo_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=6cf7bd81007afbf1	vs_stb_compared=280800	vs_stb_differing=6971	vs_stb_max_abs=3	vs_stb_identical=no
preproc	image=bars-baseline-420.jpg	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=bars-baseline-420.jpg	entry=0	width=352	height=256	elements=270336	digest=a67106c9a9307f05
preproc_compare	image=bars-baseline-420.jpg	entry=0	op=resize_linear	source=stb_upload	target=352x256	resample=352x255	pad=ceil	offset=0,0	result=differs	compared=270336	differing=34971	differing_fraction=0.129361	max_abs_f32=0.25098	max_abs_u8=32	digest=863d53e3f3782fcd
preproc_compare	image=bars-baseline-420.jpg	entry=0	op=resize_cubic	source=stb_upload	target=352x256	resample=352x255	pad=ceil	offset=0,0	result=differs	compared=270336	differing=22205	differing_fraction=0.082139	max_abs_f32=0.188235	max_abs_u8=24	digest=91a3ca48d8c7f386
preproc_compare	image=bars-baseline-420.jpg	entry=0	op=hqresize_linear_aa	source=stb_upload	target=352x256	resample=352x255	pad=ceil	offset=0,0	result=differs	compared=270336	differing=36125	differing_fraction=0.133630	max_abs_f32=0.282353	max_abs_u8=36	digest=3dad636d5d2e8635
preproc_compare	image=bars-baseline-420.jpg	entry=0	op=hqresize_cubic_aa	source=stb_upload	target=352x256	resample=352x255	pad=ceil	offset=0,0	result=differs	compared=270336	differing=6954	differing_fraction=0.025724	max_abs_f32=0.141176	max_abs_u8=18	digest=e2ebb35d315c75b1
reference_decode	image=bars-baseline-444.jpg	encoded_bytes=14928	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=3	decoded_bytes=280800	digest=f567a44876257d56
decode	image=bars-baseline-444.jpg	policy=any	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=6864a3a3569f02eb	vs_stb_compared=280800	vs_stb_differing=1479	vs_stb_max_abs=3	vs_stb_identical=no
decode	image=bars-baseline-444.jpg	policy=gpu	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
