control	candidate-15bc632adf7f	$HOME/Github/qwen-nvidia/patches	76f4b8e888cde28f354482e4fea3d91e609ce634fb9d6654608b68f496a96768	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-server-vulkan-workload-lease llama-cuda-mmvq-crossover-ad104
subject	companion-lease-off	$HOME/Github/qwen-nvidia/patches	-	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-9c5142f9-m0	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy 
subject	promoted-2026-08-29-9c5142f9-m1	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps
subject	promoted-2026-08-29-9c5142f9-m2	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-server-vulkan-workload-lease
subject	promoted-2026-08-29-9c5142f9-m3	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-server-vulkan-workload-lease
subject	promoted-2026-08-29-9c5142f9-m4	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-9c5142f9-m5	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-9c5142f9-m6	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-server-vulkan-workload-lease llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-9c5142f9-m7	$WORK/p-e4026f7462b21db0c8cb5dc087d6b907cc77ccfc	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-server-vulkan-workload-lease llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-014df039-m0	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy 
subject	promoted-2026-08-29-014df039-m1	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps
subject	promoted-2026-08-29-014df039-m2	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-server-vulkan-workload-lease
subject	promoted-2026-08-29-014df039-m3	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-server-vulkan-workload-lease
subject	promoted-2026-08-29-014df039-m4	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-014df039-m5	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-014df039-m6	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-server-vulkan-workload-lease llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-29-014df039-m7	$WORK/p-edc6b41c142fe03f62c481e313e894d334b0f652	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-server-vulkan-workload-lease llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-30-77ab42fa-m0	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy 
subject	promoted-2026-08-30-77ab42fa-m1	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps
subject	promoted-2026-08-30-77ab42fa-m2	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-server-vulkan-workload-lease
subject	promoted-2026-08-30-77ab42fa-m3	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-server-vulkan-workload-lease
subject	promoted-2026-08-30-77ab42fa-m4	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-30-77ab42fa-m5	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-30-77ab42fa-m6	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-server-vulkan-workload-lease llama-cuda-mmvq-crossover-ad104
subject	promoted-2026-08-30-77ab42fa-m7	$WORK/p-896788263ce4360f37c692262672f03483ef0a13	0d6e3be391768d5b0aaa8854904b268fbe3867ff4e76c8cba25c201bc5038b0	llama-vulkan-low-priority llama-no-cpu-fallback llama-vulkan-duty-cycle llama-vulkan-runtime-submit-limit llama-vulkan-submit-trace llama-router-tools-proxy llama-vulkan-view-alias-deps llama-server-vulkan-workload-lease llama-cuda-mmvq-crossover-ad104
