start_ns	end_ns	kind	bytes	src_kind	dst_kind	stream	api	kernel_before	kernel_after	embedding_sized	row_multiple
572954162	572968978	Host-to-Device	300800	Pinned	Device	16	cudaMemcpyAsync_v3020	-	dctQuantInvJpegKernelMultiChannel	no	no
574552090	574563803	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
587236738	587262914	Host-to-Device	570752	Pinned	Device	30	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	no	no
587302050	587313794	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernel	yes	no
598201215	598210848	Host-to-Device	190592	Pinned	Device	44	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernel	no	no
598270464	598281984	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
615398400	615413152	Host-to-Device	300800	Pinned	Device	64	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	no	no
615443360	615455168	Device-to-Host	280800	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	yes	no
637896959	637971455	Host-to-Device	1843712	Pinned	Device	84	cudaMemcpyAsync_v3020	ycbcr_to_format_kernel_roi	dctQuantInvJpegKernelMultiChannel	no	no
638029567	638111520	Device-to-Host	1843200	Device	Pageable	7	cudaMemcpy_v3020	ycbcr_to_format_kernel_roi	-	yes	no
